Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age;Distance To Ocean
Centro, Aveiro;403.800;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;404.280;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;419.640;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Vilamoura, Loulé;20.600;1.0;1.0;57.0;74.0;0.0;3.0;Not available;True;False;False;False;False;46,9;37
Centro, Aveiro;480.120;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Aos Arneiros, Lisboa;450.000;4.0;1.0;100.0;110.0;;;Not available;True;True;True;True;False;44,8;27
Centro, Aveiro;496.120;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Monte Abraão, Sintra;150.000;2.0;1.0;61.0;71.0;;;Not available;True;False;False;False;False;43,7;7
Centro, Aveiro;501.280;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Aos Arneiros, Lisboa;450.000;4.0;1.0;100.0;110.0;;;Not available;True;True;True;True;False;44,8;27
Centro, Aveiro;408.800;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Lordelo, Porto;185.000;2.0;2.0;93.0;110.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47;23
Centro, Aveiro;409.280;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Cova da Piedade, Almada;265.000;3.0;2.0;91.0;101.0;;;Not available;True;False;True;False;False;46,3;7
Centro, Aveiro;485.120;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;506.280;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Aos Arneiros, Lisboa;260.000;1.0;1.0;48.0;52.0;;;Not available;True;True;True;True;False;44,8;27
Centro, Aveiro;413.800;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Pêra, Silves;187.000;2.0;1.0;59.0;75.0;0.0;1.0;Not available;True;False;False;False;False;47,1;18
Olaias, Lisboa;245.000;2.0;1.0;66.0;77.0;;;Not available;True;True;True;True;False;44,8;14
Centro, Aveiro;449.640;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Agualva e Mira-Sintra, Lisboa;220.000;4.0;2.0;120.0;130.0;;;Not available;True;True;True;True;False;51,2;8
Centro, Aveiro;586.760;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;365.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;300.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;375.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;305.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;310.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Braga (São José de São Lázaro e São João do Souto), Braga;170.000;3.0;2.0;95.0;110.0;1.0;0.0;Not available;True;False;False;True;False;44,4;29
Centro, Aveiro;310.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;380.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;315.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;320.000;4.0;;;;;;Not available;True;False;False;False;True;45,5;40
Cova da Piedade, Almada;235.000;3.0;1.0;70.0;82.0;;;Not available;True;False;True;False;False;46,3;7
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;127.0;145.0;1.0;0.0;Not available;True;False;False;False;False;49,6;102
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;2.0;2.0;107.0;125.0;1.0;0.0;Not available;True;False;False;False;False;49,6;102
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;100.0;149.0;1.0;1.0;Not available;True;False;False;False;False;49,6;102
Mem Martins, Sintra;185.000;2.0;1.0;72.0;82.0;;;Not available;True;False;False;False;False;43,7;11
Queluz e Belas, Lisboa;385.000;2.0;2.0;94.0;159.0;3.0;7.0;Energy Performance Certificate;False;True;True;True;False;44,8;7
Costa da Caparica, Setúbal;279.900;2.0;2.0;76.0;76.0;;;Not available;True;False;True;True;True;46,6;0
Ponta Delgada (São Pedro), Ilha de São Miguel;695.000;2.0;3.0;123.0;123.0;1.0;1.0;Not available;True;False;False;False;False;42,2;1416
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;119.0;131.0;1.0;0.0;Not available;True;False;False;False;False;49,6;102
Vilamoura, Loulé;240.000;1.0;1.0;63.0;70.0;1.0;2.0;Not available;True;False;False;False;False;46,9;37
Ramalde, Porto;Under Consultation;4.0;4.0;232.0;232.0;2.0;5.0;Not available;True;False;True;True;True;47;3
Centro, Aveiro;435.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Campo de Ourique, Lisboa;840.000;3.0;2.0;100.0;132.0;1.0;1.0;Energy Performance Certificate;False;True;True;True;False;44,8;10
Tavira, Tavira;169.000;1.0;1.0;54.0;61.0;;;Not available;True;False;False;False;True;51,2;79
Senhora da Hora, Matosinhos;322.500;3.0;2.0;118.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;True;False;False;47,5;4
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;100.0;149.0;1.0;0.0;Not available;True;False;False;False;False;49,6;102
Costa da Caparica, Setúbal;268.000;1.0;1.0;46.0;50.0;;;Not available;True;False;True;True;True;46,6;0
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;2.0;2.0;107.0;125.0;1.0;1.0;Not available;True;False;False;False;False;49,6;102
Vilamoura, Loulé;225.000;1.0;1.0;61.0;61.0;;;Not available;True;False;False;False;False;46,9;37
Funchal (São Pedro), Ilha da Madeira;398.000;3.0;2.0;100.0;106.0;;;Not available;True;False;False;True;False;48;911
Trafaria, Almada;260.000;2.0;1.0;58.0;63.0;;;Not available;True;False;True;False;False;46,3;2
Ponta Delgada (São José), Ilha de São Miguel;230.000;2.0;1.0;93.0;87.0;;;Not available;True;False;False;False;False;42,2;1418
Pontinha e Famões, Lisboa;139.900;2.0;;;;;;Not available;True;True;True;True;False;44,8;12
Praia da Rocha, Portimão;180.000;1.0;1.0;43.0;48.0;;;Not available;True;False;False;False;True;45,5;0
Santa Marinha e São Pedro da Afurada, Porto;530.000;3.0;3.0;128.0;158.0;2.0;;Not available;False;False;True;True;True;47;4
Santa Marta do Pinhal, Seixal;200.000;2.0;1.0;91.0;91.0;;;Not available;True;False;False;False;False;44,9;11
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;190.000;2.0;1.0;65.0;65.0;;;Not available;True;False;True;True;False;44,9;11
Costa Cabral, Porto;266.500;3.0;2.0;88.0;98.0;;;Not available;True;False;True;True;True;47;7
Centro, Aveiro;365.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Santa Apolónia, Bragança;138.000;4.0;2.0;119.0;134.0;1.0;2.0;Not available;True;False;False;True;False;44,4;170
Olivais Sul, Lisboa;268.000;2.0;1.0;70.0;70.0;;;Not available;True;True;True;True;False;44,8;16
Mina de Água, Lisboa;Under Consultation;2.0;;;;;;Not available;True;True;True;True;False;44,8;10
Vila Chã, Codal e Vila Cova de Perrinho, Aveiro;196.000;3.0;2.0;143.0;143.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;45,5;24
Centro, Aveiro;465.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Venda do Pinheiro, Mafra;220.000;2.0;1.0;79.0;97.0;;;Not available;True;False;False;False;False;43,8;22
Porto, Porto;1.250.000;4.0;5.0;257.0;471.0;3.0;5.0;Not available;True;False;True;True;True;47;3
Canidelo, Vila Nova de Gaia;199.000;2.0;2.0;120.0;128.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46,8;6
Centro, Aveiro;295.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Porto, Porto;770.000;3.0;3.0;178.0;189.0;2.0;1.0;Not available;True;False;True;True;True;47;3
Porto, Porto;700.000;3.0;4.0;188.0;209.0;2.0;1.0;Not available;True;False;True;True;True;47;3
Centro, Aveiro;475.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Porto, Porto;820.000;4.0;5.0;232.0;330.0;3.0;0.0;Not available;True;False;True;True;True;47;3
Viseu, Viseu;165.000;1.0;1.0;56.0;103.0;1.0;2.0;Not available;True;False;False;False;False;46,9;72
Centro, Aveiro;300.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Porto, Porto;600.000;3.0;4.0;160.0;238.0;3.0;0.0;Not available;True;False;True;True;True;47;3
Samora Correia, Benavente;Under Consultation;3.0;2.0;176.0;;;;Not available;True;False;False;False;False;44,2;43
Santa Marinha e São Pedro da Afurada, Porto;650.000;3.0;4.0;134.0;154.0;2.0;8.0;Energy Performance Certificate;False;False;True;True;True;47;4
Centro, Aveiro;340.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Praia, Póvoa de Varzim;285.000;3.0;2.0;110.0;128.0;;;Not available;True;False;True;False;False;45,8;14
Centro, Aveiro;290.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Monte da Caparica, Almada;185.000;2.0;1.0;90.0;115.0;1.0;0.0;Energy Performance Certificate;False;False;True;False;False;46,3;4
Continente, Loulé;295.000;3.0;3.0;101.0;101.0;;;Not available;True;False;False;False;False;46,9;47
Centro, Aveiro;320.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;495.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
ANSIÃO, Ansião;96.000;1.0;1.0;53.0;60.0;1.0;1.0;Not available;True;False;False;False;False;53,4;47
Centro, Aveiro;305.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Santo Tirso, Santo Tirso;215.000;3.0;3.0;158.0;158.0;;;Not available;True;False;False;False;False;49,5;27
Rio Tinto, Porto;219.000;3.0;3.0;125.0;159.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47;9
Celas, Coimbra;300.000;4.0;2.0;108.0;135.0;1.0;0.0;Not available;True;False;False;True;False;48,3;40
Paços de Ferreira, Porto;265.000;3.0;2.0;144.0;190.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;True;47;28
Centro, Aveiro;345.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Eiriz, Porto;175.000;3.0;2.0;126.0;151.0;2.0;2.0;Not available;True;False;True;True;True;47;29
Monte Gordo, Faro;195.000;0.0;1.0;53.0;53.0;;;Not available;True;False;False;False;True;45,7;96
Centro, Aveiro;295.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Celas, Coimbra;150.000;1.0;1.0;45.0;54.0;;;Not available;True;False;False;True;False;48,3;40
Boavista, Porto;730.000;4.0;3.0;193.0;;;;Not available;True;False;True;True;True;47;4
Parque das Nações - Expo Norte, Lisboa;499.900;2.0;2.0;77.0;77.0;1.0;3.0;Energy Performance Certificate;False;True;True;True;False;44,8;19
Centro, Aveiro;345.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195.000;3.0;2.0;128.0;128.0;2.0;1.0;Not available;True;False;False;False;False;52,8;6479
Sítio de Sao Pedro/ Alto do Cano, Tavira;765.000;3.0;2.0;103.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;51,2;77
Centro, Aveiro;500.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Ermesinde, Porto;158.000;2.0;2.0;79.0;96.0;1.0;3.0;Not available;True;False;True;True;True;47;12
Aos Arneiros, Lisboa;375.000;2.0;1.0;70.0;76.0;;;Not available;True;True;True;True;False;44,8;27
Aos Arneiros, Lisboa;375.000;2.0;1.0;70.0;76.0;;;Not available;True;True;True;True;False;44,8;27
Massamá e Monte Abraão, Lisboa;322.500;3.0;2.0;125.0;157.0;1.0;;Not available;True;True;True;True;False;44,8;6
Almancil Centro, Loulé;330.000;3.0;3.0;103.0;128.0;1.0;2.0;Not available;False;False;False;False;False;46,9;45
Alhandra, Vila Franca de Xira;Under Consultation;2.0;1.0;81.0;81.0;;;Not available;True;False;False;False;False;44,1;35
Aeroporto, Maia;226.750;2.0;2.0;96.0;96.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;45,5;9
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Vila Nova de Milfontes, Beja;195.000;1.0;1.0;70.0;70.0;;;Not available;True;False;False;False;False;46,5;86
Centro, Aveiro;385.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Apúlia, Esposende;215.000;2.0;2.0;93.0;125.0;2.0;1.0;Not available;True;False;False;False;False;45,3;3
Centro, Aveiro;325.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Sto. Ovídio, Vila Nova de Gaia;215.000;2.0;2.0;81.0;101.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46,8;6
Marvila, Lisboa;365.000;3.0;2.0;97.0;97.0;;;Not available;True;True;True;True;False;44,8;15
Olivais Sul, Lisboa;240.000;2.0;1.0;55.0;55.0;;;Not available;True;True;True;True;False;44,8;16
Centro, Aveiro;350.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Fonte Nova, Lisboa;197.000;1.0;1.0;36.0;39.0;0.0;0.0;Not available;True;True;True;True;False;44,8;10
Abraveses, Viseu;160.000;3.0;2.0;131.0;179.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;46,9;70
Olivais Norte, Lisboa;320.000;3.0;1.0;70.0;70.0;;;Not available;True;True;True;True;False;44,8;17
Olivais, Coimbra;220.000;3.0;2.0;142.0;150.0;;;Not available;True;False;False;True;False;48,3;40
Santo Tirso, Santo Tirso;153.000;3.0;2.0;101.0;101.0;1.0;1.0;Not available;True;False;False;False;False;49,5;27
Oliveira do Douro, Porto;187.500;3.0;2.0;101.0;122.0;1.0;1.0;Not available;True;False;True;True;True;47;7
Eiras e São Paulo de Frades, Coimbra;215.000;3.0;2.0;92.0;106.0;2.0;2.0;Energy Performance Certificate;False;False;False;True;False;48,3;40
Conceição e Cabanas de Tavira, Faro;175.000;0.0;1.0;34.0;34.0;1.0;1.0;Not available;True;False;False;False;True;45,7;82
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;450.000;3.0;2.0;98.0;119.0;1.0;0.0;Energy Performance Certificate;False;True;True;True;False;44,8;1
Mafamude e Vilar do Paraíso, Porto;189.000;3.0;2.0;112.0;133.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;47;6
Pedra Mourinha, Portimão;270.000;3.0;2.0;105.0;123.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;45,5;3
Oliveira do Douro, Porto;165.000;3.0;2.0;110.0;148.0;1.0;2.0;Not available;True;False;True;True;True;47;7
Centro, Aveiro;520.000;3.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Canidelo, Porto;240.000;2.0;2.0;83.0;110.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47;3
Celas, Coimbra;240.000;3.0;2.0;78.0;105.0;1.0;0.0;Not available;True;False;False;True;False;48,3;40
Águas Santas, Porto;175.000;3.0;2.0;100.0;118.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47;10
Santa Apolónia, Coimbra;250.000;6.0;3.0;138.0;229.0;6.0;1.0;Not available;True;False;False;True;False;48,3;40
Baleal, Peniche;395.000;3.0;3.0;152.0;214.0;2.0;3.0;Energy Performance Certificate;False;False;False;False;True;47,9;5
Centro, Aveiro;375.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;355.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;False;False;True;45,5;40
Cacém e São Marcos, Lisboa;249.000;3.0;2.0;89.0;95.0;1.0;7.0;Energy Performance Certificate;False;True;True;True;False;44,8;8
Canidelo, Porto;265.000;3.0;2.0;106.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47;3
Areia Branca, Lourinhã;792.000;4.0;3.0;107.0;176.0;1.0;0.0;Not available;True;False;False;False;False;47,1;8
Algueirão-Mem Martins, Lisboa;220.000;;;;;2.0;3.0;Not available;False;True;True;True;False;44,8;11
Alto dos Barronhos, Oeiras;Under Consultation;3.0;2.0;85.0;92.0;;;Not available;True;False;False;False;False;46,5;5
Sé, Santa Maria e Meixedo, Bragança;230.000;5.0;5.0;206.0;110.0;2.0;4.0;Not available;False;False;False;True;False;44,4;171
À Av. Uruguai, Lisboa;338.000;2.0;1.0;65.0;81.0;;;Not available;True;True;True;True;False;44,8;10
Vila Nova Caparica, Almada;289.000;3.0;2.0;96.0;128.0;0.0;1.0;Energy Performance Certificate;False;False;True;False;False;46,3;2
Encosta da Barata, Abrantes;Under Consultation;3.0;2.0;111.0;111.0;;;Not available;True;False;False;False;False;53,4;97
Garajau, Santa Cruz;183.000;1.0;1.0;68.0;82.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;43,7;8950
Alcântara, Lisboa;1.085.000;3.0;3.0;150.0;155.0;;;Not available;True;True;True;True;False;44,8;8
Moreira, Porto;198.900;1.0;2.0;56.0;59.0;1.0;;Not available;True;False;True;True;True;47;10
Santa Marinha e São Pedro da Afurada, Porto;179.000;0.0;1.0;;;;;Not available;True;False;True;True;True;47;4
Arca d´ Água, Porto;233.000;1.0;1.0;;;;;Not available;True;False;True;True;True;47;5
Valongo, Valongo;230.000;3.0;2.0;90.0;185.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;45,1;15
Lagos, Lagos;Under Consultation;2.0;1.0;78.0;88.0;;;Not available;True;False;False;False;True;48,7;3609
Algueirão-Mem Martins, Lisboa;190.000;3.0;2.0;70.0;100.0;1.0;3.0;Not available;True;True;True;True;False;44,8;11
OVAR Centro, Ovar;135.000;2.0;1.0;70.0;73.0;;;Not available;True;False;False;False;False;47,1;16
Baleal, Peniche;280.000;2.0;1.0;86.0;102.0;;;Not available;True;False;False;False;True;47,9;5
À Av. Uruguai, Lisboa;399.900;3.0;2.0;85.0;91.0;;;Not available;True;True;True;True;False;44,8;10
Valongo, Porto;165.000;2.0;1.0;78.0;83.0;1.0;2.0;Not available;True;False;True;True;True;47;15
Montijo e Afonsoeiro, Setúbal;Under Consultation;3.0;2.0;94.0;88.0;;;Not available;True;False;True;True;False;42,6;25
GAIA Madalena, Vila Nova de Gaia;335.000;3.0;3.0;107.0;107.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;False;46,8;5
Chinicato, Lagos;Under Consultation;2.0;2.0;98.0;123.0;1.0;2.0;Not available;True;False;False;False;True;48,7;11
Qta do Marquês, Oeiras;460.000;3.0;2.0;93.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;46,5;1
Antas, Porto;210.000;2.0;2.0;101.0;129.0;1.0;2.0;Not available;True;False;True;True;True;47;7
Senhora da Hora, Matosinhos;230.000;3.0;2.0;92.0;92.0;;;Not available;True;False;True;False;False;47,5;4
Ramalde, Porto;189.000;3.0;1.0;85.0;85.0;0.0;0.0;Not available;True;False;True;True;True;47;3
Olivais, Lisboa;249.000;2.0;1.0;72.0;72.0;;;Not available;True;True;True;True;False;44,8;16
Antas, Porto;590.000;3.0;3.0;165.0;197.0;2.0;1.0;Energy Performance Certificate;False;False;True;True;True;47;7
Miratejo, Seixal;159.000;2.0;1.0;63.0;72.0;;;Not available;True;False;False;False;False;51,2;11
Bairro das Amendoeiras, Lisboa;250.000;3.0;1.0;92.0;92.0;;;Not available;True;True;True;True;False;44,8;15
Foz do Douro, Porto;1.050.000;4.0;3.0;192.0;259.0;3.0;2.0;Energy Performance Certificate;False;False;True;True;True;47;0
Rio Tinto - Areosa, Gondomar;139.500;2.0;1.0;80.0;85.0;;;Not available;True;False;True;False;False;47,1;8
Lamego (Almacave e Sé), Viseu;215.000;4.0;3.0;131.0;165.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;51,5;71
Damaia de Cima, Amadora;255.000;2.0;2.0;93.0;98.0;;;Not available;True;False;True;True;False;44,1;8
Damaia de Cima, Amadora;255.000;2.0;2.0;93.0;98.0;;;Not available;True;False;True;True;False;44,1;8
Damaia de Cima, Amadora;255.000;3.0;2.0;85.0;90.0;;;Not available;True;False;True;True;False;44,1;8
Paços de Ferreira, Porto;250.000;3.0;3.0;133.0;148.0;2.0;2.0;Not available;True;False;True;True;True;47;28
Bragaparque, Braga;229.900;3.0;2.0;104.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;False;True;False;44,4;31
Avenidas Novas, Lisboa;345.000;0.0;1.0;43.0;54.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8;13
Mafamude e Vilar do Paraíso, Porto;263.000;3.0;2.0;85.0;100.0;1.0;1.0;Not available;True;False;True;True;True;47;6
QUINTA DA FÁBRICA DA PÓLVORA, Seixal;352.500;3.0;2.0;107.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;44,9;7
Mafamude e Vilar do Paraíso, Porto;495.000;5.0;3.0;218.0;233.0;2.0;1.0;Not available;True;False;True;True;True;47;6
Santo António, Lisboa;1.100.000;4.0;2.0;160.0;180.0;;;Not available;True;True;True;True;False;44,8;11
Vermoeira, Mafra;284.000;5.0;3.0;144.0;245.0;2.0;1.0;Not available;True;False;False;False;False;43,8;23
Santa Marinha e São Pedro da Afurada, Porto;690.000;3.0;3.0;222.0;295.0;3.0;10.0;Energy Performance Certificate;False;False;True;True;True;47;4
Vila Nova de Gaia, Vila Nova de Gaia;190.000;1.0;1.0;61.0;90.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46,8;6
Caniço, Ilha da Madeira;298.000;3.0;2.0;124.0;170.0;2.0;1.0;Not available;True;False;False;False;False;;906
Peniche, Peniche;149.500;2.0;1.0;65.0;95.0;1.0;1.0;Not available;True;False;False;False;True;47,9;4
Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;False;False;False;43,7;905
Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;48,3;40
Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;False;False;False;43,7;905
Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;48,3;40
Valongo, Porto;382.000;3.0;3.0;138.0;138.0;2.0;5.0;Energy Performance Certificate;False;False;True;True;True;47;15
Sé, Santa Maria e Meixedo, Bragança;89.000;2.0;1.0;;;;;Not available;True;False;False;True;False;44,4;171
Avenidas Novas, Lisboa;840.000;3.0;3.0;183.0;183.0;2.0;5.0;Not available;True;True;True;True;False;44,8;13
Quarteira, Faro;260.000;1.0;1.0;77.0;92.0;1.0;1.0;Not available;True;False;False;False;True;45,7;38
Portimão, Faro;355.000;2.0;2.0;95.0;140.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;45,7;1
Corujeira, Porto;288.900;1.0;1.0;48.0;56.0;1.0;5.0;Not available;False;False;True;True;True;47;7
Corujeira, Porto;255.900;1.0;1.0;45.0;53.0;1.0;5.0;Not available;False;False;True;True;True;47;7
SJM 4, São João da Madeira;290.000;3.0;3.0;139.0;150.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;47;17
Sé, Santa Maria e Meixedo, Bragança;139.000;3.0;2.0;;;;;Not available;True;False;False;True;False;44,4;171
Portela, Loures;350.000;3.0;2.0;125.0;125.0;1.0;6.0;Not available;True;False;False;False;False;44,6;18
Imaculado Coração de Maria, Ilha da Madeira;305.000;1.0;1.0;44.0;52.0;1.0;6.0;Not available;True;False;False;False;False;;910
Loures, Loures;264.000;2.0;1.0;97.0;97.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;44,6;18
Lumiar, Lisboa;549.000;3.0;3.0;135.0;135.0;1.0;4.0;Not available;True;True;True;True;False;44,8;13
Corujeira, Porto;288.000;1.0;1.0;48.0;56.0;1.0;2.0;Not available;False;False;True;True;True;47;7
Madragoa, Lisboa, Lisboa;225.000;1.0;1.0;26.0;26.0;;;Not available;True;True;True;True;False;44,8;11
Corujeira, Porto;255.255;1.0;1.0;45.0;53.0;1.0;2.0;Not available;False;False;True;True;True;47;7
Campanhã, Porto;394.000;2.0;2.0;71.0;83.0;1.0;2.0;Not available;False;False;True;True;True;47;8
Areeiro, Lisboa;330.000;4.0;2.0;109.0;109.0;;;Not available;True;True;True;True;False;44,8;14
Corujeira, Porto;402.000;2.0;2.0;66.0;78.0;1.0;2.0;Not available;False;False;True;True;True;47;7
Valpaços e Sanfins, Vila Real;103.000;3.0;2.0;80.0;95.0;;;Not available;True;False;False;False;False;59,8;123
Corujeira, Porto;272.500;1.0;1.0;48.0;56.0;1.0;1.0;Not available;False;False;True;True;True;47;7
Olivais Sul, Lisboa;550.000;5.0;2.0;165.0;165.0;;;Not available;True;True;True;True;False;44,8;16
Corujeira, Porto;255.000;1.0;1.0;46.0;53.0;1.0;1.0;Not available;False;False;True;True;True;47;7
Corujeira, Porto;390.000;2.0;2.0;71.0;83.0;1.0;1.0;Not available;False;False;True;True;True;47;7
Recardães e Espinhel, Aveiro;170.000;3.0;2.0;130.0;139.0;;;Not available;True;False;False;False;True;45,5;52
Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;140.000;3.0;2.0;100.0;100.0;;;Not available;True;False;False;False;False;48,3;58
Feijó, Almada;199.500;2.0;1.0;75.0;85.0;;;Not available;True;False;True;False;False;46,3;6
Areeiro, Lisboa;210.000;1.0;1.0;35.0;37.0;;;Not available;True;True;True;True;False;44,8;14
Casa Branca, Funchal;200.000;1.0;1.0;66.0;73.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;False;48;912
Monserrate, Viana do Castelo;199.000;3.0;2.0;121.0;121.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;True;48,8;0
Arcozelo, Braga;Under Consultation;3.0;2.0;104.0;104.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;44,4;14
Monte Verde, Tavira;195.000;1.0;1.0;46.0;63.0;1.0;2.0;Not available;True;False;False;False;True;51,2;79
Serra de Carnaxide, Oeiras;480.000;3.0;2.0;107.0;115.0;2.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,5;5
Vila Nova de Famalicão e Calendário, Braga;188.500;3.0;3.0;128.0;128.0;;;Not available;True;False;False;True;False;44,4;23
Águas Belas, Santarém;107.000;1.0;1.0;53.0;56.0;1.0;;Not available;True;False;False;False;False;48,3;70
Fundão, Fundão;Under Consultation;2.0;1.0;66.0;86.0;;;Not available;True;False;False;False;False;53,6;117
S. Miguel, Ovar;105.000;0.0;1.0;32.0;32.0;1.0;0.0;Not available;True;False;False;False;False;47,1;16
Arca d´ Água, Porto;330.000;3.0;3.0;136.0;145.0;;;Not available;True;False;True;True;True;47;5
Lumiar, Lisboa;298.000;2.0;1.0;114.0;114.0;1.0;9.0;Not available;True;True;True;True;False;44,8;13
Sesmarias, Portimão;377.500;2.0;2.0;101.0;119.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;45,5;4
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;120.000;2.0;1.0;70.0;70.0;;;Not available;True;False;False;False;False;52,8;6479
