Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age;Distance To Ocean
Oliveira do Douro, Porto;165.000;1.0;1.0;66.0;71.0;1.0;3.0;Not available;True;False;True;True;True;47;7
Mina de Água, Lisboa;235.000;2.0;1.0;66.0;77.0;;;Not available;True;True;True;True;False;44,8;10
Falagueira-Venda Nova, Lisboa;195.000;1.0;1.0;46.0;63.0;;;Not available;True;True;True;True;False;44,8;9
Mina, Amadora;169.000;0.0;1.0;35.0;43.0;;;Not available;True;False;True;True;False;44,1;9
Ericeira, Lisboa;590.000;3.0;2.0;124.0;150.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;True;44,8;15
Sines, Setúbal;250.000;3.0;2.0;110.0;110.0;;;Not available;True;False;True;True;False;46,6;26
Calhariz de Benfica - Laranjeiras, Lisboa;435.000;3.0;2.0;85.0;87.0;;;Not available;True;True;True;True;False;44,8;10
Vilamoura, Loulé;500.000;2.0;1.0;92.0;92.0;1.0;1.0;Not available;True;False;False;False;False;46,9;37
Caparica e Trafaria, Setúbal;225.000;3.0;2.0;85.0;90.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;False;46,6;2
Gaia Shopping, Vila Nova de Gaia;185.000;2.0;2.0;67.0;80.0;1.0;2.0;Not available;True;False;True;True;False;46,8;5
Valbom Zona 3, Gondomar;155.000;2.0;1.0;80.0;80.0;1.0;1.0;Not available;True;False;True;False;False;47,1;9
Costa de Caparica, Almada;419.900;3.0;2.0;118.0;119.0;1.0;1.0;Energy Performance Certificate;False;False;True;False;False;46,3;0
Rotunda do Forcado, Santarém;380.000;3.0;2.0;134.0;134.0;2.0;;Not available;True;False;False;False;False;48,3;56
Vila Nova de Famalicão e Calendário, Braga;195.000;2.0;2.0;105.0;105.0;1.0;0.0;Not available;True;False;False;True;False;44,4;23
Quelfes, Faro;220.000;2.0;1.0;74.0;88.0;;;Not available;True;False;False;False;True;45,7;63
Monte Abraão, Sintra;235.000;2.0;1.0;95.0;106.0;;;Not available;True;False;False;False;False;43,7;7
São Domingos de Benfica, Lisboa;235.000;1.0;1.0;50.0;51.0;;;Not available;True;True;True;True;False;44,8;9
Peso da Régua e Godim, Vila Real;197.000;3.0;3.0;142.0;158.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;51,4;73
Laranjeiro e Feijó, Setúbal;185.000;3.0;2.0;80.0;85.0;;;Not available;True;False;True;True;False;46,6;6
Telões, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;True;True;True;47;50
Lagos, Lagos;Sob Consulta;1.0;1.0;52.0;75.0;1.0;5.0;Not available;False;False;False;False;True;48,7;3609
São Vicente, Lisboa;895.000;2.0;3.0;100.0;137.0;1.0;;Not available;True;True;True;True;False;44,8;12
São Vicente, Lisboa;520.000;1.0;1.0;49.0;58.0;1.0;;Not available;True;True;True;True;False;44,8;12
Caniço, Ilha da Madeira;180.000;2.0;1.0;77.0;90.0;1.0;1.0;Not available;True;False;False;False;False;;906
São Vicente, Lisboa;550.000;1.0;1.0;60.0;73.0;1.0;;Not available;True;True;True;True;False;44,8;12
Laranjeiro, Almada;229.000;3.0;2.0;83.0;95.0;;;Not available;True;False;True;False;False;46,3;6
Portimão Centro, Portimão;195.000;2.0;1.0;71.0;79.0;;;Not available;True;False;False;False;True;45,5;2
Rio de Mouro, Lisboa;239.000;3.0;2.0;85.0;96.0;;;Not available;True;True;True;True;False;44,8;8
São Vicente, Lisboa;565.000;1.0;1.0;60.0;69.0;1.0;;Not available;True;True;True;True;False;44,8;12
Rio Mau, Vila do Conde;180.000;2.0;1.0;81.0;105.0;1.0;1.0;Not available;True;False;False;False;False;45,7;14
Previdência, Porto;165.000;3.0;1.0;92.0;92.0;0.0;3.0;Not available;True;False;True;True;True;47;0
Póvoa de Santo Adrião e Olival Basto, Lisboa;245.500;2.0;2.0;75.0;83.0;;;Not available;True;True;True;True;False;44,8;16
Centro, Guarda;85.000;3.0;2.0;83.0;103.0;1.0;-1.0;Not available;True;False;False;False;False;49,6;126
Paredes, Porto;150.000;2.0;1.0;92.0;92.0;1.0;3.0;Not available;True;False;True;True;True;44,3;21
Brandoa, Amadora;259.900;3.0;2.0;107.0;107.0;2.0;3.0;Not available;True;False;True;True;False;44,1;10
Massamá e Monte Abraão, Lisboa;278.000;3.0;2.0;74.0;89.0;0.0;3.0;Energy Performance Certificate;False;True;True;True;False;44,8;6
St.º António da Caparica, Almada;329.900;2.0;2.0;80.0;90.0;;;Not available;True;False;True;False;False;46,3;0
S. Domingos Benfica, Lisboa;460.000;2.0;1.0;74.0;86.0;;;Not available;True;True;True;True;False;44,8;9
Quinta das Lágrimas / Quinta da Varzea, Coimbra;310.000;3.0;2.0;115.0;126.0;2.0;1.0;Not available;True;False;False;True;False;48,3;38
Ramalde, Porto;195.000;3.0;2.0;102.0;102.0;;;Not available;True;False;True;True;True;47;3
Castelo, Castelo Branco;120.000;3.0;2.0;77.0;111.0;;;Not available;True;False;False;False;False;50,5;123
Centro de Saúde, Castelo Branco;Under Consultation;4.0;2.0;80.0;85.0;;;Not available;True;False;False;False;False;50,5;160
Cascais e Estoril, Lisboa;840.750;3.0;2.0;122.0;178.0;3.0;0.0;Energy Performance Certificate;False;True;True;True;True;46,9;0
Cabanas Tavira, Tavira;210.000;1.0;1.0;49.0;75.0;1.0;2.0;Not available;True;False;False;False;True;51,2;79
Ermesinde, Porto;357.000;4.0;3.0;169.0;219.0;2.0;3.0;Energy Performance Certificate;False;False;True;True;True;47;12
Vila Nova Caparica, Almada;225.000;2.0;2.0;75.0;78.0;;;Not available;True;False;True;False;False;46,3;2
Perafita, Lavra e Santa Cruz do Bispo, Porto;135.000;0.0;1.0;42.0;42.0;;;Not available;True;False;True;True;True;47;8
Almancil, Faro;565.000;1.0;1.0;68.0;82.0;;;Not available;True;False;False;False;True;45,7;45
Benfica, Lisboa;325.000;2.0;1.0;65.0;77.0;;;Not available;True;True;True;True;False;44,8;9
Faro (Sé e São Pedro), Faro;420.000;5.0;2.0;161.0;186.0;;;Not available;True;False;False;False;True;45,7;54
Matosinhos e Leça da Palmeira, Porto;290.000;1.0;1.0;52.0;73.0;1.0;2.0;Not available;False;False;True;True;True;47,5;4
Olivais Sul, Lisboa;325.000;3.0;2.0;82.0;82.0;;;Not available;True;True;True;True;False;44,8;16
Olhão Baixa, Olhão;455.000;3.0;3.0;107.0;173.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;46,2;62
Polo Universitário, Porto;290.000;2.0;2.0;77.0;77.0;1.0;2.0;Not available;True;False;True;True;True;47;6
Polo Universitário, Porto;335.000;3.0;2.0;94.0;94.0;1.0;2.0;Not available;True;False;True;True;True;47;6
Polo Universitário, Porto;325.000;3.0;2.0;87.0;87.0;1.0;2.0;Not available;True;False;True;True;True;47;6
Polo Universitário, Porto;280.000;2.0;2.0;77.0;77.0;1.0;1.0;Not available;True;False;True;True;True;47;6
Polo Universitário, Porto;215.000;1.0;1.0;53.0;53.0;1.0;1.0;Not available;True;False;True;True;True;47;6
Polo Universitário, Porto;205.000;1.0;1.0;48.0;48.0;1.0;1.0;Not available;True;False;True;True;True;47;6
Polo Universitário, Porto;286.000;1.0;1.0;89.0;89.0;;;Not available;True;False;True;True;True;47;6
Polo Universitário, Porto;252.000;1.0;1.0;67.0;67.0;;;Not available;True;False;True;True;True;47;6
Polo Universitário, Porto;210.000;1.0;1.0;48.0;48.0;;;Not available;True;False;True;True;True;47;6
Arcos de Valdevez (São Paio) e Giela, Viana do Castelo;175.000;1.0;1.0;38.0;38.0;1.0;0.0;Not available;True;False;False;False;True;55,4;39
Matosinhos e Leça da Palmeira, Porto;465.000;2.0;2.0;98.0;160.0;1.0;3.0;Not available;True;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;270.000;1.0;1.0;41.0;48.0;1.0;2.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;275.000;1.0;1.0;49.0;52.0;1.0;6.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;270.000;1.0;1.0;49.0;52.0;1.0;5.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;265.000;1.0;1.0;49.0;52.0;1.0;4.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;290.000;1.0;1.0;41.0;48.0;1.0;6.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;285.000;1.0;1.0;41.0;48.0;1.0;5.0;Not available;False;False;True;True;True;47,5;4
Albufeira e Olhos de Água, Faro;153.000;0.0;1.0;36.0;46.0;;;Not available;True;False;False;False;True;44,4;27
Matosinhos e Leça da Palmeira, Porto;280.000;1.0;1.0;41.0;48.0;1.0;4.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;275.000;1.0;1.0;41.0;48.0;1.0;3.0;Not available;False;False;True;True;True;47,5;4
Olhão Centro, Olhão;195.000;2.0;1.0;59.0;74.0;;;Not available;True;False;False;False;True;46,2;63
Matosinhos e Leça da Palmeira, Porto;405.000;2.0;2.0;89.0;92.0;1.0;6.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;395.000;2.0;2.0;89.0;92.0;1.0;4.0;Not available;False;False;True;True;True;47,5;4
Albufeira e Olhos de Água, Faro;210.000;1.0;1.0;44.0;50.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;44,4;27
Benfica, Lisboa;350.000;2.0;1.0;75.0;80.0;;;Not available;True;True;True;True;False;44,8;9
Matosinhos e Leça da Palmeira, Porto;390.000;2.0;2.0;89.0;92.0;1.0;3.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;475.000;2.0;2.0;95.0;110.0;1.0;3.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;445.000;2.0;2.0;85.0;98.0;1.0;5.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;450.000;2.0;2.0;85.0;98.0;1.0;6.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;440.000;2.0;2.0;85.0;98.0;1.0;4.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;435.000;2.0;2.0;85.0;98.0;1.0;3.0;Not available;False;False;True;True;True;47,5;4
Nacional 1, Santa Maria da Feira;132.000;2.0;1.0;76.0;76.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;47,1;12
Santa Maria Maior, Lisboa;469.500;2.0;1.0;90.0;95.0;;;Not available;True;True;True;True;False;44,8;11
Matosinhos e Leça da Palmeira, Porto;430.000;2.0;2.0;85.0;98.0;1.0;2.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;455.000;2.0;2.0;89.0;104.0;1.0;4.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;450.000;2.0;2.0;89.0;104.0;1.0;3.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;445.000;2.0;2.0;89.0;104.0;1.0;2.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;580.000;3.0;3.0;123.0;137.0;2.0;5.0;Not available;False;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;570.000;3.0;3.0;123.0;137.0;2.0;3.0;Not available;True;False;True;True;True;47,5;4
Matosinhos e Leça da Palmeira, Porto;565.000;3.0;3.0;123.0;137.0;2.0;2.0;Not available;False;False;True;True;True;47,5;4
Rio Tinto - Forno, Gondomar;Under Consultation;1.0;1.0;47.0;50.0;;;Not available;True;False;True;False;False;47,1;9
ERA Palmela Azeitao, Barreiro;149.000;2.0;1.0;;;;;Not available;True;False;False;False;False;47;23
Lisboa, Amadora;139.000;3.0;1.0;68.0;68.0;;;Not available;True;True;True;True;False;44,1;8
Santo António da Charneca, Setúbal;165.000;3.0;1.0;84.0;97.0;;;Not available;True;False;True;True;False;46,6;17
S. Gens, Matosinhos;299.000;2.0;2.0;88.0;204.0;1.0;0.0;Energy Performance Certificate;False;False;True;False;False;47,5;5
Águas Santas, Porto;190.000;3.0;2.0;119.0;136.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47;10
São Cosme Zona 6, Gondomar;240.000;2.0;1.0;;;;;Not available;True;False;True;False;False;47,1;12
Valongo, Porto;265.000;3.0;3.0;151.0;282.0;2.0;4.0;Energy Performance Certificate;False;False;True;True;True;47;15
São João da Madeira, Aveiro;Under Consultation;1.0;1.0;48.0;62.0;0.0;0.0;Not available;True;False;False;False;True;47;17
Silvares, Pias, Nogueira e Alvarenga, Porto;115.000;2.0;1.0;92.0;102.0;2.0;2.0;Not available;True;False;True;True;True;47;37
Moledo e Cristelo, Viana do Castelo;350.000;3.0;2.0;131.0;131.0;;;Not available;True;False;False;False;True;48,8;17
Rio Tinto - Av. da Conduta, Gondomar;167.500;2.0;1.0;85.0;98.0;1.0;0.0;Not available;True;False;True;False;False;47,1;10
Verderena / Avenida do Bocage, Barreiro;250.000;3.0;1.0;72.0;72.0;;;Not available;True;False;False;False;False;47;14
Verderena / Estação dos Barcos, Barreiro;172.500;3.0;1.0;76.0;84.0;;;Not available;True;False;False;False;False;47;14
Paranhos, Porto;270.000;2.0;1.0;61.0;67.0;0.0;1.0;Not available;True;False;True;True;True;47;6
Meixomil, Porto;150.000;2.0;2.0;79.0;88.0;1.0;2.0;Not available;True;False;True;True;True;47;27
Serra das Minas, Sintra;155.000;2.0;1.0;71.0;79.0;;;Not available;True;False;False;False;False;43,7;9
Guarda, Guarda;Under Consultation;3.0;2.0;104.0;121.0;1.0;0.0;Not available;True;False;False;False;False;49,6;160
Arroios, Lisboa;599.000;4.0;2.0;145.0;145.0;1.0;6.0;Energy Performance Certificate;False;True;True;True;False;44,8;12
Algueirão, Sintra;219.000;3.0;2.0;72.0;75.0;;;Not available;True;False;False;False;False;43,7;11
Santa Clara e Castelo Viegas, Coimbra;150.000;2.0;1.0;89.0;104.0;1.0;3.0;Not available;True;False;False;True;False;48,3;38
ERA Palmela Azeitao, Moita;125.000;3.0;2.0;63.0;83.0;;;Not available;True;False;False;False;False;45;29
Pegões, Montijo;297.000;3.0;2.0;136.0;150.0;1.0;2.0;Not available;True;False;False;False;False;42,6;55
Pragal, Almada;335.000;4.0;2.0;108.0;121.0;;;Not available;True;False;True;False;False;46,3;6
Seia, São Romão e Lapa dos Dinheiros, Guarda;89.000;2.0;1.0;68.0;79.0;1.0;0.0;Not available;True;False;False;False;False;49,6;102
ERA Palmela Azeitao, Setúbal;150.000;1.0;1.0;40.0;56.0;;;Not available;True;False;True;True;False;45,3;29
Campo de Ourique, Lisboa;955.000;2.0;2.0;94.0;107.0;1.0;2.0;Not available;False;True;True;True;False;44,8;10
ERA Palmela Azeitao, Setúbal;250.000;3.0;2.0;99.0;94.0;;;Not available;True;False;True;True;False;45,3;29
Gandra, Porto;139.000;2.0;1.0;80.0;80.0;1.0;2.0;Not available;True;False;True;True;True;47;20
Laranjeiro e Feijó, Setúbal;206.000;3.0;2.0;85.0;91.0;;;Not available;True;False;True;True;False;46,6;6
Oliveira do Douro, Porto;130.000;2.0;1.0;71.0;84.0;;;Not available;True;False;True;True;True;47;7
Espinho, Aveiro;279.000;3.0;2.0;92.0;104.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;51,1;0
Nogueira, Fraião e Lamaçães, Braga;349.900;3.0;3.0;129.0;143.0;2.0;2.0;Not available;False;False;False;True;False;44,4;31
Campo de Ourique, Lisboa;399.000;2.0;1.0;62.0;70.0;0.0;2.0;Not available;True;True;True;True;False;44,8;10
Pedroso e Seixezelo, Porto;167.500;3.0;1.0;94.0;94.0;1.0;2.0;Not available;True;False;True;True;True;47;9
Nossa Senhora da Piedade, Santarém;220.000;4.0;3.0;214.0;237.0;;;Not available;True;False;False;False;False;48,3;60
Nevogilde, Porto;560.000;3.0;2.0;131.0;142.0;1.0;2.0;Not available;True;False;True;True;True;47;2
Marrazes e Barosa, Leiria;210.000;4.0;4.0;110.0;198.0;2.0;2.0;Not available;True;False;False;False;False;46,4;45
Chainça, Abrantes;114.000;3.0;2.0;120.0;163.0;;;Not available;True;False;False;False;False;53,4;95
Setúbal (São Sebastião), Setúbal;149.000;2.0;1.0;53.0;64.0;;;Not available;True;False;True;True;False;46,6;34
Nogueira da Regedoura, Aveiro;228.000;3.0;2.0;127.0;127.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;45,5;5
Fogueteiro, Seixal;167.500;3.0;2.0;110.0;119.0;;;Not available;True;False;False;False;False;44,9;12
Alverca do Ribatejo e Sobralinho, Lisboa;159.000;2.0;1.0;55.0;57.0;0.0;0.0;Not available;True;True;True;True;False;44,8;31
Pinhal Novo, Setúbal;140.000;2.0;1.0;61.0;66.0;;;Not available;True;False;True;True;False;46,6;27
Matosinhos e Leça da Palmeira, Porto;285.000;3.0;3.0;122.0;146.0;2.0;;Not available;True;False;True;True;True;47,5;4
Antas, Porto;275.000;0.0;1.0;38.0;38.0;1.0;10.0;Energy Performance Certificate;False;False;True;True;True;47;7
Vila Praia de Âncora, Viana do Castelo;125.000;1.0;1.0;46.0;46.0;1.0;3.0;Not available;True;False;False;False;True;48,8;13
Ao Tojal, Lisboa;320.000;2.0;1.0;66.0;75.0;;;Not available;True;True;True;True;False;44,8;35
Lisboa, Lisboa;699.000;3.0;3.0;127.0;127.0;;;Not available;True;True;True;True;False;44,8;11
Antas, Porto;275.000;0.0;1.0;38.0;;;;Not available;True;False;True;True;True;47;7
Moscavide, Loures;259.000;2.0;1.0;52.0;52.0;;;Not available;True;False;False;False;False;44,6;18
São Vicente, Lisboa;549.000;4.0;2.0;125.0;125.0;0.0;1.0;Not available;True;True;True;True;False;44,8;12
Portimão, Faro;220.000;2.0;1.0;60.0;74.0;1.0;1.0;Not available;True;False;False;False;True;45,7;1
Portimão, Faro;225.000;3.0;2.0;91.0;112.0;;;Not available;True;False;False;False;True;45,7;1
Dafundo, Oeiras;249.000;2.0;1.0;59.0;65.0;;;Not available;True;False;False;False;False;46,5;3
Olivais, Lisboa;580.000;;;;;;;Not available;True;True;True;True;False;44,8;16
Santo António dos Cavaleiros e Frielas, Lisboa;295.000;2.0;2.0;;;;3.0;Not available;False;True;True;True;False;44,8;18
Santa Maria Maior, Vila Real;175.000;2.0;2.0;103.0;111.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;48,5;111
Selho (São Cristóvão), Braga;Under Consultation;3.0;2.0;92.0;107.0;1.0;2.0;Not available;True;False;False;True;False;44,4;37
Jardins de Benfica, Lisboa;600.000;2.0;2.0;;;;;Not available;True;True;True;True;False;44,8;9
Belém, Lisboa;595.000;2.0;2.0;85.0;100.0;1.0;1.0;Energy Performance Certificate;False;True;True;True;False;44,8;6
Chafé, Viana do Castelo;142.500;1.0;1.0;44.0;44.0;1.0;1.0;Not available;True;False;False;False;True;48,8;6
Chafé, Viana do Castelo;140.000;1.0;1.0;43.0;43.0;1.0;1.0;Not available;True;False;False;False;True;48,8;6
Samora Correia, Santarém;139.000;2.0;1.0;75.0;75.0;;;Not available;True;False;False;False;False;48,3;43
Setúbal (São Sebastião), Setúbal;195.000;4.0;2.0;90.0;105.0;;;Not available;True;False;True;True;False;46,6;34
Ferreiros, Prozelo e Besteiros, Braga;147.000;;;;;1.0;4.0;Not available;False;False;False;True;False;44,4;36
Lousã, Lousã;249.000;3.0;3.0;110.0;245.0;2.0;2.0;Not available;True;False;False;False;False;47,4;54
Corroios, Setúbal;298.000;4.0;2.0;130.0;140.0;;;Not available;True;False;True;True;False;46,6;7
Torres da Bela Vista, Loures;215.000;3.0;2.0;95.0;95.0;;;Not available;True;False;False;False;False;44,6;18
Olhão, Faro;180.000;2.0;1.0;66.0;69.0;;;Not available;True;False;False;False;True;45,7;62
Esposende, Marinhas e Gandra, Braga;132.500;;;;;;;Not available;True;False;False;True;False;44,4;3
Areeiro, Lisboa;450.000;3.0;1.0;100.0;100.0;;;Not available;True;True;True;True;False;44,8;14
Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro;270.000;3.0;3.0;125.0;165.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;True;47,1;11
Benfica, Lisboa;435.000;2.0;2.0;86.0;102.0;1.0;3.0;Energy Performance Certificate;False;True;True;True;False;44,8;9
Carvalhido, Porto;185.000;2.0;1.0;83.0;;;;Not available;True;False;True;True;True;47;4
Vilamoura, Loulé;1.295.000;3.0;2.0;115.0;180.0;1.0;;Not available;True;False;False;False;False;46,9;37
Odivelas, Odivelas;240.000;2.0;1.0;95.0;95.0;;;Not available;True;False;False;False;False;43,7;14
Gouveia, Guarda;72.500;3.0;2.0;78.0;94.0;;;Not available;True;False;False;False;False;58,1;105
Pedrouços, Lisboa;1.290.000;4.0;3.0;202.0;262.0;4.0;3.0;Energy Performance Certificate;False;True;True;True;False;44,8;16
Centro, Olhão;189.500;2.0;1.0;65.0;88.0;;;Not available;True;False;False;False;True;46,2;62
Carregado e Cadafais, Lisboa;164.300;2.0;2.0;70.0;85.0;;;Not available;True;True;True;True;False;44,8;45
Albufeira e Olhos de Água, Faro;550.000;1.0;2.0;78.0;88.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;True;44,4;27
Moncarapacho e Fuseta, Faro;165.000;1.0;1.0;64.0;64.0;1.0;0.0;Not available;True;False;False;False;True;45,7;66
Parque das Nações - Expo Sul, Lisboa;899.900;4.0;3.0;199.0;199.0;3.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8;17
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;585.000;3.0;2.0;;;;;Not available;True;True;True;True;False;44,8;1
Ferreiras, Faro;170.000;2.0;1.0;51.0;64.0;;;Not available;True;False;False;False;True;45,7;25
Belas, Sintra;185.000;2.0;1.0;66.0;78.0;;;Not available;True;False;False;False;False;43,7;9
SJM 3, São João da Madeira;153.000;2.0;2.0;87.0;93.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;47;17
